"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","SECTOR","GFS_GRP","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:GFS_COFOG(11.0.0)","USA.S13.G2MF.TOA_T.POGDP_PT.A","OBS_VALUE","United States","General government","Expenditure by function","Tota outlays (adjustment), Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.000002949580279259893","0.000000009450076427493107","0.000000009149884253964187","0.000000008728707409363284","0.000000008185198296660234","0.000000007669182158414627","0.000000007238194504762732","-0.000000006908820837003644","-0.000000006770549463941746","0.000000006907007504463654","0.00000000664497083688424","0","0.000000006152350659378182","0","0","0","-0.000000005317762923493345","-0.000000005098893030323117","0","0.000000009285061844315047","-0.000000004682935966704325","-0.000000004222763439736415","0","0.000000003607409257874749",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1312MIXED.G2MF.TOA_T.POGDP_PT.A","OBS_VALUE","United States","State Government","Expenditure by function","Tota outlays (adjustment), Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000001951027755278262","0.000000009450076427493107","0","-0.000000008728707409363284","-0.000000008185198296660234","0.000000007669182158414627","0.000000007238194504762732","0","0","0.000000006907007504463654","0","0","0.000000006152350659378182","0","0","0","0","0.000000005098893030323117","0","0.000000004642530922157523","0.000000004682935966704325","0","0","0.000000003607409257874749",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1321.G2MF.TOA_T.XDC.A","OBS_VALUE","United States","Central government including social security","Expenditure by function","Tota outlays (adjustment), Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","-0.000001","-0.000001","-0.000002","0.000001","0","0","0.000001","0.000003","0","0.000001","0","0.000001","0","0","0","0","0.000001","0","0.000001","0","-0.000001","0.000002","0.000002"
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1321.G2MF.TOA_T.POGDP_PT.A","OBS_VALUE","United States","Central government including social security","Expenditure by function","Tota outlays (adjustment), Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","-0.000000009149884253964187","-0.000000008728707409363284","-0.00000001637039659332047","0.000000007669182158414627","0","0","0.000000006770549463941746","0.00000002072102251339096","0","0.00000000641036941356338","0","0.000000005923933728953374","0","0","0","0","0.000000004841085322918545","0","0.000000004682935966704325","0","-0.000000003845133406903553","0.000000007214818515749498",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1312MIXED.G2MF.TOA_T.XDC.A","OBS_VALUE","United States","State Government","Expenditure by function","Tota outlays (adjustment), Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000199998879679697","0.000001","0","-0.000001","-0.000001","0.000001","0.000001","0","0","0.000001","0","0","0.000001","0","0","0","0","0.000001","0","0.000001","0.000001","0","0","0.000001","0.000001"
"IMF.STA:GFS_COFOG(11.0.0)","USA.S13.G2MF.TOA_T.XDC.A","OBS_VALUE","United States","General government","Expenditure by function","Tota outlays (adjustment), Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.000302359999636792","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","-0.000001","-0.000001","0.000001","0.000001","0","0.000001","0","0","0","-0.000001","-0.000001","0","0.000002","-0.000001","-0.000001","0","0.000001","0.000001"
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1321.G2MF.GF0170_T.XDC.A","OBS_VALUE","United States","Central government including social security","Expenditure by function","Public debt transactions, Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","180.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1311B.G2MF.GF09_T.POTO_PT.A","OBS_VALUE","United States","Budgetary central government","Expenditure by function","Education, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1321.G2MF.GF0950_T.POGDP_PT.A","OBS_VALUE","United States","Central government including social security","Expenditure by function","Education not definable by level, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1314.G2MF.GF013_T.POGDP_PT.A","OBS_VALUE","United States","Social security funds","Expenditure by function","General services, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1311.G2MF.GF0630_T.POGDP_PT.A","OBS_VALUE","United States","Central government excluding social security","Expenditure by function","Water supply, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1311.G2MF.GF0360_T.POGDP_PT.A","OBS_VALUE","United States","Central government excluding social security","Expenditure by function","Public order and safety n.e.c., Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1313MIXED.G2MF.GF0840_T.POGDP_PT.A","OBS_VALUE","United States","Local Government","Expenditure by function","Religious and other community services, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S13112.G2MF.GF07_T.POTO_PT.A","OBS_VALUE","United States","Extrabudgetary central government","Expenditure by function","Health, Transactions","Percent of total outlays","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1313MIXED.G2MF.GF0520_T.POGDP_PT.A","OBS_VALUE","United States","Local Government","Expenditure by function","Waste water management, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1313MIXED.G2MF.GF07_T.XDC.A","OBS_VALUE","United States","Local Government","Expenditure by function","Health, Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1311.G2MF.GF0712_T.XDC.A","OBS_VALUE","United States","Central government excluding social security","Expenditure by function","Other medical products, Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1312MIXED.G2MF.GF0230_T.POGDP_PT.A","OBS_VALUE","United States","State Government","Expenditure by function","Foreign military aid, Transactions","Percent of GDP","Annual","Units","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1311.G2MF.GF0350_T.POGDP_PT.A","OBS_VALUE","United States","Central government excluding social security","Expenditure by function","R&D Public order and safety, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1311B.G2MF.GF0970_T.POGDP_PT.A","OBS_VALUE","United States","Budgetary central government","Expenditure by function","R&D Education, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1312MIXED.G2MF.GF0310_T.POGDP_PT.A","OBS_VALUE","United States","State Government","Expenditure by function","Police services, Transactions","Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:GFS_COFOG(11.0.0)","USA.S1313MIXED.G2MF.GF094_T.XDC.A","OBS_VALUE","United States","Local Government","Expenditure by function","Tertiary education, Transactions","Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
