"incident_id","incident_date","incident_time","updated_date","state","city_or_county","address","business_location_name","latitude","longitude","killed","injured","victims_killed","victims_injured","suspects_killed","suspects_injured","suspects_arrested","incident_characteristics","sources","date_fixed","year"
809048,"April 1, 2017","N/A",1491348530,"Florida","Tampa","219 S Howard Ave","Palace Lounge",27.9431,-82.4831,1,4,1,4,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://wfla.com/2017/04/01/tampa-police-investigate-shooting-on-howard-avenue/"", ""http://www.abcactionnews.com/news/local-news/multiple-shooting-victims-at-hookah-lounge-on-south-howard-avenue-in-tampa"", ""http://www.tbreporter.com/crime/charged-murder-tampa-drive-by-shooting/"")","2017-04-01",2017
809499,"April 1, 2017","5:25 AM",1680156402,"Oklahoma","Oklahoma City","1212 N Woodward Ave","N/A",35.481,-97.5754,2,3,2,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""http://www.news9.com/story/35055747/okc-police-id-victims-suspect-in-deadly-weekend-shooting"", ""http://newsok.com/article/5544163?utm_source=NewsOK.com&utm_medium=Social&utm_campaign=ShareBar-Twitter"")","2017-04-01",2017
809815,"April 1, 2017","N/A",1492995601,"California","Pittsburg","100 block of Madoline Street","N/A",38.0053,-121.895,0,5,0,5,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","http://www.nbcbayarea.com/news/local/Shooting-Birthday-Party-Pittsburg-Five-Men-Injured-417896103.html","2017-04-01",2017
1082835,"April 1, 2018","2:15 AM",1522693801,"Michigan","Saginaw","600 block of Yale St","N/A",43.4192,-83.9819,0,5,0,5,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","http://www.mlive.com/news/saginaw/index.ssf/2018/04/4_women_1_male_shot_at_house_p.html","2018-04-01",2018
1083011,"April 1, 2018","N/A",1646889853,"Alabama","Mobile","3556 Halls Mill Rd","Grand Hall",30.6387,-88.1228,1,4,1,4,0,0,3,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment, House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""http://www.al.com/news/mobile/index.ssf/2018/04/five_shot_during_incident_sund.html"", ""http://www.wkrg.com/news/mobile-county/breaking-late-night-shooting-in-mobile/1092584706"", ""http://www.al.com/news/index.ssf/2018/04/three_arrested_in_mobile_teen.html"", ""http://www.wkrg.com/news/mobile-county/mobile-teen-shot-at-grand-hall-concert-has-died/1115682757"", ""http://www.wtvm.com/story/38089772/mobiles-violent-month-started-with-deadly-grand-hall-shooting"", ""http://www.wkrg.com/news/local-news/3-arrested-after-grand-hall-shooting/1102838677"", 
""http://www.fox10tv.com/story/37863164/witnesses-describe-shooting-at-party-7-people-injured"", ""http://www.wtvm.com/story/38089772/mobiles-violent-month-started-with-deadly-grand-hall-shooting"", ""https://www.al.com/news/mobile/index.ssf/2018/05/man_charged_with_shooting_deat.html#incart_river_index"", ""https://www.fox10tv.com/news/grand-hall-shooting-connected-to-mobile-homicide/article_23b02403-cdce-56e8-a392-afa50ec0ea12.html"", ""https://www.wkrg.com/mobile-county/man-found-guilty-of-reckless-manslaughte""
)","2018-04-01",2018
2269259,"April 1, 2022","11:30 PM",1711658965,"South Carolina","Walterboro","1900 block of Logan Farm Rd","N/A",32.9941,-80.728,0,4,0,4,0,0,4,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Shootout (where VENN diagram of shooters and victims overlap)","c(""https://www.wsav.com/news/local-news/5-injured-in-colleton-county-shooting-friday-night/"", ""https://fox28media.com/news/local/chaotic-scene-sled-investigating-after-5-people-shot-in-walterboro-friday-night-wciv"", ""https://www.live5news.com/2022/04/12/colleton-county-father-3-sons-arrested-shooting-incident/"")","2022-04-01",2022
2562492,"April 1, 2023","8:40 PM",1755037653,"Maryland","Baltimore","3205 Woodring Ave","N/A",39.3624,-76.5449,3,1,3,1,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.baltimoresun.com/news/crime/bs-md-ci-cr-north-harford-road-quadruple-shooting-baltimore-20230402-p5kjs2dtzfgwlnr3lnt6os3e3q-story.html"", ""https://twitter.com/BaltMetroNews/status/1642331994569728000"", ""https://www.facebook.com/BaltimoreCityPolice/posts/pfbid0221zT5cPsMmL8SD3Eoeogq15TEfRnkY1AGMbKBgFLhaFDJwdrdfRXZazqkTg8N3zvl"", ""https://www.baltimorepolice.org/news/northeast-district-murder-arrest?fbclid=IwAR31e55nJsCZQkjMIlPd9jKSXdQWPi1-xGmIAZOuv0769UuZ320K4IhZ3dA"", ""https://www.wbal.com/article/609165/124/charging-docs-fatal-quadruple-shooting-started-with-argument-over-parking-loud-music"", 
""https://baltimorewitness.org/trial-begins-in-neighborhood-parking-dispute-murder-mass-shooting/"")","2023-04-01",2023
2872358,"April 1, 2024","9:00 PM",1725489248,"Louisiana","New Iberia","600 block of Breaux Alley","N/A",30.0057,-91.8327,0,5,0,4,0,1,2,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Shootout (where VENN diagram of shooters and victims overlap), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC, Drug Sales or Trafficking, Armed robbery with injury/death and/or evidence of DGU found, Possession of gun by felon or prohibited person, Stolen/Illegally owned gun{s} recovered during arrest/warrant, 
Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","c(""https://www.kadn.com/news/crime/new-iberia-residents-afraid-after-shootout-over-gambling-and-drugs/article_7c428978-f3a1-11ee-a168-a74065ea48a4.html"", ""https://www.theadvocate.com/acadiana/news/crime_police/two-men-arrested-in-connection-to-new-iberia-shootings-one-charged-in-may-homicide/article_42e44f0e-6a2f-11ef-a6ab-9b383b6c710a.html"")","2024-04-01",2024
2868907,"April 1, 2024","9:00 PM",1712083695,"Michigan","Eastpointe","19000 block of Dijon Ave","N/A",42.4687,-82.9234,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://patch.com/michigan/stclairshores/multiple-shot-injured-metro-detroit-shooting-police"", ""https://www.fox2detroit.com/news/pregnant-woman-among-3-shot-in-eastpointe"")","2024-04-01",2024
537825,"April 10, 2016","N/A",1460356200,"Wisconsin","Milwaukee","76th and Sheridan","N/A",43.1183,-88.0061,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://www.wqow.com/story/31688479/police-4-teens-shot-1-fatally-in-milwaukee","2016-04-10",2016
537820,"April 10, 2016","N/A",1460355864,"California","Los Angeles","84th Street and Towne Avenue","N/A",33.9628,-118.267,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://abc7.com/news/4-shot-taken-to-hospital-in-south-los-angeles/1285147/","2016-04-10",2016
1656265,"April 10, 2020","12:47 AM",1588122001,"Michigan","Muskegon","800 block of Oak St","N/A",43.2378,-86.2241,0,4,0,4,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Domestic Violence","c(""https://www.mlive.com/news/muskegon/2020/04/four-shot-two-critically-in-muskegon-following-likely-domestic-dispute.html"", ""https://www.mlive.com/news/muskegon/2020/04/suspect-in-four-muskegon-shootings-arrested-in-chicago.html"")","2020-04-10",2020
1973692,"April 10, 2021","5:15 AM",1703012529,"Missouri","Koshkonong","US-63 and MO-F","Snappy Mart",36.5945,-91.6435,1,3,1,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.ky3.com/2021/04/10/one-killed-four-injured-in-shooting-at-koshkonong-mo-convenience-store/"", ""https://fox2now.com/news/missouri/1-dead-3-injured-in-shooting-at-southern-missouri-convenience-store/"", ""https://fox2now.com/news/missouri/man-charged-with-murder-in-missouri-convenience-store-attack/"", ""https://fox2now.com/news/missouri/suspect-arraigned-in-shooting-at-missouri-convenience-store/"")","2021-04-10",2021
1974088,"April 10, 2021","5:20 PM",1621133670,"Tennessee","Memphis","385 Western Park Dr","Wells Auto Center",35.0309,-90.0768,1,3,1,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Accidental Shooting, Accidental Shooting - Injury, Stray bullet, Child Involved Incident, Child injured (not child shooter), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Possession of gun by felon or prohibited person","c(""https://wreg.com/news/mpd-4-shot-1-fatally-in-southwest-memphis-shooting/"", ""https://www.fox13memphis.com/news/local/4-shot-1-dead-after-shooting-near-memphis-food-market-police-say/M5VA3RCKBVEDJAMJ6D7W4GA5FE/"", ""https://wreg.com/news/mpd-identifies-suspect-possibly-involved-in-frayser-barricade-situation/"", ""https://www.wmcactionnews5.com/2021/05/15/barricaded-suspect-linked-westwood-homicide-shootings/"")","2021-04-10",2021
1973809,"April 10, 2021","12:15 AM",1625017263,"Michigan","Allendale","4926 Becker Dr","Enclave Apartments",42.9739,-85.9077,0,4,0,4,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://www.mlive.com/news/grand-rapids/2021/04/four-shot-at-allendale-apartment-complex-police-search-for-suspect.html"", ""https://www.miheadlines.com/2021/04/10/four-shot-at-enclave-apts-in-allendale-one-person-critical/"", ""https://cw7michigan.com/news/local/4-people-shot-1-critically-injured-in-allendale-apartment-shooting"", ""https://www.wzzm13.com/article/news/local/four-shot-near-gvsu/69-250ecd40-3850-4d5f-ae49-5c07fd85b5ba?ref=exit-recirc"", ""https://www.wzzm13.com/article/news/local/four-shot-near-gvsu/69-250ecd40-3850-4d5f-ae49-5c07fd85b5ba"", 
""https://www.mlive.com/news/grand-rapids/2021/06/man-arrested-for-allegedly-shooting-4-at-allendale-apartment-party.html"")","2021-04-10",2021
1975405,"April 10, 2021","12:15 AM",1618504226,"Connecticut","Waterbury","36 Gasparri Ln","N/A",41.5444,-73.0119,0,4,0,4,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.rep-am.com/local/localnews/2021/04/12/four-people-shot-during-incident-in-waterbury-saturday-police-say/"", ""https://whdh.com/news/19-year-old-arrested-in-connecticut-shootings-that-injured-4/"", ""https://www.rep-am.com/local/localnews/2021/04/15/waterbury-shootings-followed-argument/"")","2021-04-10",2021
2275283,"April 10, 2022","4:15 PM",1649709001,"California","Willowbrook","Blakley Ave and E 122nd Pl","N/A",33.9213,-118.247,2,5,2,5,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.cbsnews.com/losangeles/news/two-killed-four-wounded-following-shooting-in-willowbrook/"", ""https://ktla.com/news/local-news/2-killed-4-injured-in-willowbrook-shooting/"", ""https://twitter.com/DowntownLAScan/status/1513345863380189186"", ""https://mynewsla.com/crime/2022/04/11/authorities-id-2-killed-willowbrook-shooting-investigation-continuing/"")","2022-04-10",2022
2274803,"April 10, 2022","1:59 AM",1649709901,"Illinois","Elgin","958 Congdon Ave","Blackhawk Apartments",42.0573,-88.255,2,4,2,4,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://abc7chicago.com/elgin-il-shooting-police-department/11733037/"", ""https://www.chicagotribune.com/news/breaking/ct-six-injured-elgin-shooting-20220410-f7ng6qsyyzgrzhplibp36np4ne-story.html"", ""https://abc7chicago.com/elgin-il-shooting-johnathan-king-police/11737209/"")","2022-04-10",2022
2274783,"April 10, 2022","3:20 AM",1649736093,"Indiana","Indianapolis","4270 W 38th St","Team One Event Center",39.825,-86.2332,1,5,1,5,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Shootout (where VENN diagram of shooters and victims overlap), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://www.wthr.com/article/news/crime/birthday-party-shooting-northwest-side-indianapolis-west-38th-street/531-48a5d061-d28f-4c66-bede-f0f45194ce3f"", ""https://www.indystar.com/story/news/crime/2022/04/10/indy-shooting-1-killed-5-injured-birthday-celebration/9532023002/"", ""https://www.wrtv.com/news/local-news/crime/5-people-shot-1-killed-after-fight-at-birthday-party-on-northwest-side-indianapolis-police"")","2022-04-10",2022
2275242,"April 10, 2022","1:00 PM",1649636026,"Louisiana","Baton Rouge","2700 block of Lorraine St","N/A",30.4967,-91.1635,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","https://www.wafb.com/2022/04/10/emergency-officials-respond-triple-shooting-lorraine-street-sunday-afternoon/","2022-04-10",2022
2274790,"April 10, 2022","1:27 AM",1659302223,"Iowa","Cedar Rapids","415 3rd St SE","Taboo Nightclub and Lounge",41.9761,-91.6646,3,9,3,9,0,0,2,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment, Domestic Violence, Possession of gun by felon or prohibited person","c(""https://www.kcrg.com/2022/04/10/two-people-killed-shooting-downtown-cedar-rapids/"", ""https://cbs2iowa.com/news/local/crpd-two-male-suspects-targeted-one-person-in-deadly-mass-shooting-at-downtown-nightclub"", ""https://www.kcrg.com/2022/04/11/police-release-names-taboo-nightclub-shooting-victims/"", ""https://www.kwqc.com/2022/04/12/man-facing-murder-charge-cedar-rapids-mass-shooting/"", ""https://www.kcrg.com/2022/04/12/breaking-down-criminal-complaint-shooting-taboo-night-club/"", ""https://www.press-citizen.com/story/news/crime-and-courts/2022/04/13/cedar-rapids-iowa-shooting-taboo-nightclub-michael-valentine-nicole-owens/7307373001/"", 
""https://www.kcrg.com/2022/04/18/second-arrest-made-taboo-night-club-shooting/"", ""https://cbs2iowa.com/news/local/suspect-in-nightclub-shooting-denied-bond-reduction-says-he-didnt-shoot-his-girlfriend"", ""https://cbs2iowa.com/news/local/third-person-dies-from-taboo-nightclub-shooting"")","2022-04-10",2022
2568184,"April 10, 2023","8:38 AM",1750112905,"Kentucky","Louisville","333 E Main St","Old National Bank",38.2558,-85.7462,6,5,5,5,1,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - subject/suspect/perpetrator killed, Mass Murder (4+ deceased victims excluding the subject/suspect/perpetrator , one location), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Workplace shooting (disgruntled current or former employee), Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)
","c(""https://www.wdrb.com/news/public-asked-to-avoid-downtown-louisville-near-preston-and-floyd-during-shooting-investigation/article_6c43e3c6-d79d-11ed-a43e-77040efc05bf.html"", ""https://www.whas11.com/article/news/local/heavy-police-presence-in-downtown-louisville/417-8afe3817-06fe-44aa-bb8b-7ff56d8e5e2a"", ""https://www.wymt.com/2023/04/10/reported-active-shooting-incident-downtown-louisville/"", ""https://www.courier-journal.com/story/news/local/2023/04/10/connor-sturgeon-what-we-know-about-old-national-bank-shooter/70100386007/"", 
""https://www.wdrb.com/news/louisville-police-release-body-camera-video-from-response-to-mass-shooting-at-downtown-bank/article_ae53ae9e-d89d-11ed-b3bf-bfdd55579c93.html"", ""https://www.wtvr.com/news/national-news/mom-of-louisville-shooter-connor-sturgeon-mom-called-911-after-hearing-son-had-gun-was-heading-for-bank"", ""https://www.wdrb.com/news/3-victims-remain-hospitalized-1-critical-from-mass-shooting-in-louisville/article_466f7cd6-d870-11ed-8f9d-1b807bade898.html"", ""https://www.wlky.com/article/louisville-ba""
)","2023-04-10",2023
2876444,"April 10, 2024","6:10 PM",1712976342,"District of Columbia","Washington","1100 block of 21st Street NE","N/A",38.9044,-76.9749,1,5,1,5,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Child Involved Incident, Child injured (not child shooter), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.fox5dc.com/news/multiple-people-shot-in-dc-neighborhood-photo-of-getaway-car-released"", ""https://www.washingtonpost.com/dc-md-va/2024/04/10/man-killed-boys-wounded-northeast-dc-shooting/"", ""https://www.fox5dc.com/news/mom-speaks-out-after-12-year-old-son-survives-mass-shooting-in-dc"", ""https://www.dcnewsnow.com/news/local-news/washington-dc/woman-shot-in-ne-dc-shooting-slowly-recovering-in-hospital-mother-says/"")","2024-04-10",2024
124146,"April 11, 2014","N/A",1430230320,"Indiana","Richmond","North 15th and H Streets","N/A",39.8386,-84.8816,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://fox59.com/2014/04/11/victims-identified-in-quadruple-richmond-shooting/#axzz2ycQJQCwq","2014-04-11",2014
1368597,"April 11, 2019","11:17 AM",1643240262,"Maryland","Baltimore","2200 block of Ruskin Ave","N/A",39.3152,-76.6479,1,3,1,3,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.baltimoresun.com/news/maryland/crime/bs-md-ci-triple-shooting-thursday-20190411-story.html"", ""https://www.wbal.com/article/382906/21/police-one-killed-in-quadruple-shooting-near-druid-hill-park"", ""https://www.facebook.com/pg/BaltimoreCityPolice/posts/?ref=page_internal"", ""https://foxbaltimore.com/news/local/baltimore-man-gets-life-sentence-for-retaliatory-quadruple-shooting"")","2019-04-11",2019
1369148,"April 11, 2019","8:18 PM",1582735501,"Arizona","Phoenix","7112 W Minnezona Ave","N/A",33.504,-112.212,3,2,3,2,0,0,1,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Child Involved Incident, Child killed (not child shooter), Spree Shooting (multiple victims, multiple locations), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Domestic Violence, Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)","c(""http://www.fox10phoenix.com/news/arizona-news/police-investigating-shooting-along-69th-avenue-in-west-phoenix"", ""https://www.abc15.com/news/region-phoenix-metro/west-phoenix/police-1-dead-2-hurt-after-shooting-in-west-phoenix?fbclid=IwAR2SWshKrFJ54nyDMhSNZRIXSQBt6xlmuGM-1jphvG26PJZk6J_aU5phwwM"", ""https://www.azfamily.com/news/phoenix-man-accused-of-killing-wife-daughters-says-god-told/article_3b82bff4-5cd7-11e9-9f1c-1b9ff7e5c229.html"", ""https://www.12news.com/article/news/local/valley/man-accused-of-killing-girlfriend-daughters-had-guns-taken-away-given-back-last-year/75-9cb54780-c16c-47d5-824b-93c0f071661f"", 
""https://www.ajc.com/news/national/police-year-old-hid-under-bed-dad-killed-mom-sisters-because-god-told-him/SYl7SOCqY9ShfU6VvsXmhP/"", ""https://www.azcentral.com/story/news/local/phoenix-breaking/2019/04/12/4-dead-suspect-held-phoenix-shootings-39th-ave-minnezona-ave/3448009002/"", ""https://www.azcentral.com/story/news/local/phoenix/2020/02/26/austin-smith-phoenix-man-sentenced-killing-wife-2-kids-alleged-affair/4875148002"")","2019-04-11",2019
1369109,"April 11, 2019","6:25 PM",1556229601,"California","Los Angeles","E 103rd St and S Main St","N/A",33.9428,-118.274,1,4,1,4,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Gang involvement","c(""https://www.latimes.com/local/lanow/la-me-shooting-watts-nipsey-hussle-20190411-story.html"", ""https://ktla.com/2019/04/11/4-people-shot-1-fatally-in-south-l-a-amid-procession-for-nipsey-hussle/"", ""https://twitter.com/LAPDChiefMoore/status/1116528584519110657"", ""https://abc7.com/1-killed-4-wounded-in-shooting-in-watts-area-of-los-angeles/5244434/"", ""https://www.nbclosangeles.com/news/local/Coroner-IDs-Man-Killed-In-Shooting-Near-Nipsey-Hussle-Funeral-Route-508570441.html"")","2019-04-11",2019
1656873,"April 11, 2020","12:20 AM",1586632741,"California","Bakersfield","Pioneer Rd and Sterling Rd","N/A",35.3675,-118.931,0,6,0,6,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://abc30.com/shooting-mass-bakersfield/6095034/"", ""https://bakersfieldnow.com/news/local/six-shot-and-injured-during-shooting-in-east-bakersfield"")","2020-04-11",2020
1974943,"April 11, 2021","3:00 AM",1618185602,"Kansas","Wichita","200 block of N Battin St","N/A",37.6886,-97.2768,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","https://www.ksn.com/news/one-dead-in-east-wichita-shooting-at-airbnb/","2021-04-11",2021
1975004,"April 11, 2021","3:25 PM",1618223966,"Washington","Seattle","306 23rd Ave S","AutoZone",47.6001,-122.302,0,4,0,4,0,0,0,"Shot - Wounded/Injured, Child Involved Incident, Child injured (not child shooter), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.king5.com/article/news/crime/seattle-shooting-investigation-near-judkins-park/281-4204a6d7-8b45-43c1-b488-c627d08e5594"", ""https://www.king5.com/article/news/crime/seattle-shooting-investigation-near-judkins-park/281-4204a6d7-8b45-43c1-b488-c627d08e5594"")","2021-04-11",2021
2569434,"April 11, 2023","12:32 PM",1681313862,"District of Columbia","Washington","4001 Benning Rd NE","Stewart Funeral Home",38.8937,-76.9465,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), House party / Block Party / Park Party / Private Parties at event spaces / Weddings and Funerals, ETC","c(""https://twitter.com/RealTimeNews10/status/1645831321908834304"", ""https://www.wusa9.com/article/news/local/dc/multiple-people-shot-northeast-dc/65-123baf7c-36e6-4887-89b7-aa1afb79202c"", ""https://www.nbcwashington.com/news/local/several-people-shot-at-dc-funeral-home-police/3326877/"", ""https://www.dcnewsnow.com/news/local-news/washington-dc/multiple-people-shot-in-northeast/"")","2023-04-11",2023
2877499,"April 11, 2024","8:30 PM",1712976290,"Florida","Orlando","2800 block of Gamma Dr","N/A",28.6232,-81.4167,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://www.fox35orlando.com/video/1440102"", ""https://www.fox35orlando.com/news/1-dead-3-injured-following-shooting-in-orlando-deputies"", ""https://www.wesh.com/article/orange-county-shooting-gamma-drive/60474170"")","2024-04-11",2024
3182714,"April 11, 2025","2:00 PM",1744575576,"California","Stockton","517 Doctor MLK Jr Blvd","Frontline Barber Shop",37.9376,-121.294,0,6,0,6,0,0,0,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Shootout (where VENN diagram of shooters and victims overlap)","c(""https://www.abc10.com/article/news/local/stockton-shooting-investigation/103-fb17da57-613f-4148-87e6-81476b8bd506"", ""https://fox40.com/news/local-news/stockton/mass-shooting-in-stockton-leaves-at-least-6-people-shot-officials-say/"")","2025-04-11",2025
125028,"April 12, 2014","N/A",1430230540,"Louisiana","New Orleans","2100 block of Pauger Street","N/A",29.9716,-90.0609,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Drive-by (car to street, car to car), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","http://www.wwltv.com/news/crime/NOPD-Quadruple-shooting-leaves-one-man-dead-1-year-old-girl-injured-255065791.html","2014-04-12",2014
1370269,"April 12, 2019","N/A",1675440001,"Illinois","Carbondale","119 N Washington St","ABC Liquor and Tres Hombres",37.7281,-89.2151,0,4,0,4,0,0,3,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Stray bullet, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location), Bar/club incident - in or around establishment","c(""https://thesouthern.com/news/local/crime-and-courts/injured-in-friday-night-downtown-carbondale-shooting-police-id-suspect/article_69181561-f152-588e-bdfa-8c0aab7d7318.html"", ""http://www.wsiltv.com/story/40311332/victim-speaks-from-hospital-after-weekend-shooting"", ""https://thesouthern.com/news/local/crime-and-courts/pullen-arrested-alleged-gunman-in-downtown-carbondale-shooting-found-in/article_597c9e6f-c2cd-5529-b3bc-850b721c1a7e.html"", ""https://wsiltv.com/2021/01/20/pullen-sentenced-to-84-years-in-prison-for-shooting-outside-tres-hombres/"", 
""https://thesouthern.com/news/local/crime-and-courts/three-found-guilty-in-carbondale-shooting-investigation/article_87b70d29-87c1-53df-8709-d0d01e2fee33.html"")","2019-04-12",2019
2276339,"April 12, 2022","8:30 AM",1651193247,"New York","Brooklyn","36th St and 4th Ave","MTA N/R line",40.6543,-74.0043,0,10,0,10,0,0,1,"Shot - Wounded/Injured, Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://twitter.com/nyc_alerts911/status/1513864887226753027?s=21&t=FQW-IWDpd_HeBXG5CEWJjQ"", ""https://go.citizen.com/CsVLSIMqapb"", ""https://abc7ny.com/brooklyn-shootings-subway-shooting-sunset-park-new-york/11740555/"", ""https://go.citizen.com/x2Hzij2xapb"", ""https://nypost.com/2022/04/12/frank-r-james-idd-as-person-of-interest-in-brooklyn-subway-shooting/"", ""https://nypost.com/2022/04/12/blood-bullet-holes-shell-casings-the-aftermath-of-brooklyn-subway-rampage/"", ""https://www.nytimes.com/live/2022/04/13/nyregion/brooklyn-subway-shooting?smtyp=cur&smid=tw-nytimes#new-yorkers-start-their-commutes-as-police-search-for-the-gunman""
)","2022-04-12",2022
2277011,"April 12, 2022","10:00 PM",1649860201,"New York","Bronx","2825 Olinville Ave","Parkside Houses",40.8672,-73.8686,1,3,1,3,0,0,0,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, or suicide), Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)","c(""https://twitter.com/NYC_Alerts911/status/1514070334852538370"", ""https://www.amny.com/new-york/bronx/eight-shot-in-three-separate-bronx-shootings/"")","2022-04-12",2022
